vx_kms,vy_kms,vz_kms,psd_s3_m6,status,total_eV,conv_eV,hall_eV,deltaK_eV,residual_eV
170.0,-120.0,-150.0,0.0,4,-10911.17836691722,-10882.27555626217,-28.90285669998877,-10911.184193649067,0.005826731847264455
180.0,-120.0,-150.0,0.0,4,-10886.81835507709,-10857.415952798498,-29.40240358558258,-10886.849491437135,0.03113636004491127
190.0,-120.0,-150.0,0.0,4,-10856.234649825406,-10826.331099048264,-29.90356642098053,-10856.282358275432,0.04770845002531132
200.0,-120.0,-150.0,0.0,4,-10845.49024745404,-10814.613560406982,-30.876691319713863,-10845.54113261524,0.05088516120122222
-200.0,-100.0,-150.0,0.0,4,-8617.163901248256,-8597.072861902934,-20.091027123321663,-8617.057618829609,-0.106282418646515
-190.0,-100.0,-150.0,0.0,4,-8743.452673138649,-8723.219061036016,-20.233608549701668,-8743.747349821011,0.29467668236247846
-180.0,-100.0,-150.0,0.0,4,-8869.904737294199,-8849.521682345185,-20.383040472435567,-8869.890774679878,-0.013962614320917055
-170.0,-100.0,-150.0,0.0,4,-8995.822346387737,-8975.301775252165,-20.520537409170785,-8995.729059306746,-0.09328708099019423
-160.0,-100.0,-150.0,0.0,4,-9119.98448406488,-9099.371368466636,-20.61307111249292,-9120.133450012663,0.14896594778292638
-150.0,-100.0,-150.0,0.0,4,-9243.440748387653,-9222.749511881384,-20.691199663008643,-9243.542579341487,0.10183095383399632
-140.0,-100.0,-150.0,0.0,4,-9364.714848813479,-9344.033641666174,-20.681191485588364,-9364.636693818416,-0.0781549950625049
-130.0,-100.0,-150.0,0.0,4,-9484.87716122068,-9464.248886753048,-20.628272392395672,-9484.896115406707,0.018954186027258402
-120.0,-100.0,-150.0,0.0,4,-9602.708613830338,-9582.183170634795,-20.52541396922144,-9602.76298296905,0.05436913871199067
-110.0,-100.0,-150.0,0.0,4,-9718.772370411261,-9698.316631620619,-20.45571857143962,-9718.880797520114,0.10842710885299311
-100.0,-100.0,-150.0,0.0,4,-9832.168070409187,-9811.738186383338,-20.429857992641757,-9832.238631378816,0.07056096962878655
-90.0,-100.0,-150.0,0.0,4,-9941.670891435642,-9921.212806498084,-20.458066751727905,-9941.678273879172,0.007382443529422744
-80.0,-100.0,-150.0,0.0,4,-10047.55953365204,-10026.954887936885,-20.60463375748448,-10047.565341205587,0.005807553547128919
-70.0,-100.0,-150.0,0.0,4,-10149.586171329805,-10128.750870123777,-20.83529351541488,-10149.577391944827,-0.00877938497797004
-60.0,-100.0,-150.0,0.0,4,-10246.609045659954,-10225.41712417072,-21.191904335996018,-10246.557507550595,-0.05153810935917136
-50.0,-100.0,-150.0,0.0,4,-10338.636854719982,-10317.01313619291,-21.62371110882756,-10338.607777019624,-0.02907770035744761
-40.0,-100.0,-150.0,0.0,4,-10424.162543607948,-10402.009499041147,-22.15303918586485,-10424.155173501153,-0.00737010679586092
-30.0,-100.0,-150.0,0.0,4,-10501.684563074778,-10479.076927305478,-22.607651802137713,-10501.800084305945,0.11552123116780422
-20.0,-100.0,-150.0,0.0,4,-10572.992576309292,-10550.053923840445,-22.938641968285257,-10573.08977211685,0.09719580755700008
-10.0,-100.0,-150.0,0.0,4,-10636.23796091329,-10613.043671972155,-23.194297328256752,-10636.303652558736,0.06569164544634987
0.0,-100.0,-150.0,0.0,4,-10694.950962183228,-10671.614372636195,-23.336594166103712,-10695.089942930994,0.13898074776625435
10.0,-100.0,-150.0,0.0,4,-10748.061640235877,-10724.555306308388,-23.50631682245007,-10747.879574598075,-0.18206563780222496
20.0,-100.0,-150.0,0.0,4,-10797.8250149461,-10774.165116590137,-23.65990312220876,-10798.144544130855,0.3195291847550834
30.0,-100.0,-150.0,0.0,4,-10842.100832185733,-10818.472094041874,-23.628702265136884,-10841.787994030596,-0.312838155137797
40.0,-100.0,-150.0,0.0,4,-10882.92440177274,-10859.047889186291,-23.876527531014553,-10883.436069452348,0.5116676796078536
50.0,-100.0,-150.0,0.0,4,-10920.040288019201,-10896.031984098112,-24.008273626710242,-10919.68486067874,-0.3554273404606647
60.0,-100.0,-150.0,0.0,4,-10950.70405374229,-10926.476704783594,-24.227371132582256,-10950.508228175506,-0.1958255667850608
70.0,-100.0,-150.0,0.0,4,-10981.081748770743,-10956.799771676826,-24.282016536511364,-10981.29930974378,0.21756097303659772
80.0,-100.0,-150.0,0.0,4,-11003.92457562998,-10979.824035101186,-24.100560067856787,-11004.039261814876,0.11468618489561777
90.0,-100.0,-150.0,0.0,4,-11023.216031358992,-10998.885643398851,-24.330386328925147,-11023.192756057859,-0.02327530113325338
100.0,-100.0,-150.0,0.0,4,-11036.839115047682,-11012.196388222192,-24.642718870839992,-11036.971996344662,0.13288129698048579
110.0,-100.0,-150.0,0.0,4,-11047.38932098495,-11022.028369174528,-25.36092412238025,-11047.687390211455,0.29806922650459455
120.0,-100.0,-150.0,0.0,4,-11053.914375648552,-11027.917023391985,-25.997417406989726,-11053.828491774215,-0.08588387433701428
130.0,-100.0,-150.0,0.0,4,-11066.910524715693,-11039.768803804118,-27.141690764253436,-11066.979513093702,0.0689883780087257
140.0,-100.0,-150.0,0.0,4,-11072.411870539869,-11044.84858677392,-27.5632863003348,-11072.482627615973,0.07075707610420068
150.0,-100.0,-150.0,0.0,4,-11067.668854683607,-11039.62300887482,-28.045841453952498,-11067.848783589287,0.17992890567984432
160.0,-100.0,-150.0,0.0,4,-11056.577824194785,-11027.847699993798,-28.73019176301265,-11056.664167282073,0.08634308728869655
170.0,-100.0,-150.0,0.0,4,-11041.693539867145,-11012.464671829828,-29.228931908341735,-11041.649581831523,-0.043958035621471936
180.0,-100.0,-150.0,0.0,4,-11036.005693901934,-11006.09070676746,-29.915041528104844,-11035.978380814347,-0.027313087586662732
190.0,-100.0,-150.0,0.0,4,-11013.896117498922,-10983.868776088528,-30.027370169388366,-11013.939321412656,0.04320391373403254
200.0,-100.0,-150.0,0.0,4,-10979.581167305272,-10949.279109262361,-30.30209821590654,-10979.636093440866,0.05492613559363235
-200.0,-80.0,-150.0,0.0,4,-8688.450001692532,-8668.076967521114,-20.37300895228952,-8688.652002044373,0.20200035184097942
-190.0,-80.0,-150.0,0.0,4,-8817.662952771398,-8797.162018004818,-20.500904227441282,-8817.592761069556,-0.07019170184139512
-180.0,-80.0,-150.0,0.0,4,-8946.83094304745,-8926.229269033987,-20.601650950741174,-8946.869288042404,0.03834499495496857
-170.0,-80.0,-150.0,0.0,4,-9075.073161708735,-9054.37786349525,-20.69528163023353,-9075.16237208853,0.08921037979598623
-160.0,-80.0,-150.0,0.0,4,-9202.217327835599,-9181.527859189175,-20.68945751788446,-9202.221953447865,0.00462561226595426
-150.0,-80.0,-150.0,0.0,4,-9328.692371373034,-9308.057466479839,-20.634881277673493,-9328.707427289894,0.015055916859637364
-140.0,-80.0,-150.0,0.0,4,-9453.668200439937,-9433.129996207559,-20.538169690315627,-9453.744591553257,0.07639111331991444
-130.0,-80.0,-150.0,0.0,4,-9578.085818498006,-9557.65354062622,-20.432257863821246,-9578.148937990398,0.06311949239170644
-120.0,-80.0,-150.0,0.0,4,-9700.8764789417,-9680.48140607626,-20.395065404863104,-9700.935288401499,0.058809459798794705
-110.0,-80.0,-150.0,0.0,4,-9821.836010442577,-9801.355816133238,-20.480208671595197,-9821.833497593228,-0.0025128493489319226
-100.0,-80.0,-150.0,0.0,4,-9939.345035781822,-9918.685384364764,-20.659668552549903,-9939.3718452026,0.02680942077859072
-90.0,-80.0,-150.0,0.0,4,-10053.325971079752,-10032.366540291237,-20.95940372802611,-10053.354042655707,0.02807157595452736
-80.0,-80.0,-150.0,0.0,4,-10162.617455082203,-10141.24576955846,-21.371691792801023,-10162.648340160717,0.030885078513165354
-70.0,-80.0,-150.0,0.0,4,-10265.582960150974,-10243.642465348887,-21.940502241912085,-10265.634928379586,0.05196822861216788
-60.0,-80.0,-150.0,0.0,4,-10359.847361201104,-10337.281303143449,-22.56602083788903,-10359.906586305819,0.05922510471464193
-50.0,-80.0,-150.0,0.0,4,-10444.454534115537,-10421.37988347774,-23.074629510767146,-10444.517700647251,0.06316653171415965
-40.0,-80.0,-150.0,0.0,4,-10519.80429784012,-10496.502759636207,-23.301507457574733,-10519.923312132525,0.11901429240424477
-30.0,-80.0,-150.0,0.0,4,-10589.616275056143,-10566.48231124669,-23.133956738570177,-10589.718985693007,0.10271063686377602
-20.0,-80.0,-150.0,0.0,4,-10656.62701660379,-10633.612954568085,-23.014091954114026,-10656.642599572477,0.015582968686430831
-10.0,-80.0,-150.0,0.0,4,-10721.139986773669,-10698.183760899688,-22.95625489379638,-10721.098247485834,-0.041739287835298455
0.0,-80.0,-150.0,0.0,4,-10780.716730738832,-10757.50377199113,-23.21297793714214,-10780.796996924215,0.08026618538315233
10.0,-80.0,-150.0,0.0,4,-10834.956953432373,-10811.43410151251,-23.522828364344925,-10834.916553771354,-0.040399661018454935
20.0,-80.0,-150.0,0.0,4,-10881.709785128465,-10857.969154696635,-23.740633901996034,-10881.924154825365,0.21436969689966645
30.0,-80.0,-150.0,0.0,4,-10924.827165259754,-10900.823821354375,-24.00331137550714,-10924.510147804123,-0.31701745563077566
40.0,-80.0,-150.0,0.0,4,-10964.20346758504,-10939.99188458156,-24.211597014253854,-10964.691349639448,0.48788205440905585
50.0,-80.0,-150.0,0.0,4,-10999.541391235154,-10975.310811544221,-24.230560865422788,-10999.204725081332,-0.33666615382207965
60.0,-80.0,-150.0,0.0,4,-11030.501157940069,-11006.163223700234,-24.33794395126462,-11030.362476146352,-0.1386817937163869
70.0,-80.0,-150.0,0.0,4,-11060.113465641993,-11035.543839627671,-24.569608513180462,-11060.41892738395,0.3054617419566057
80.0,-80.0,-150.0,0.0,4,-11086.306719128412,-11061.448935691125,-24.857806056126112,-11086.624736663394,0.3180175349825731
90.0,-80.0,-150.0,0.0,4,-11107.422007353243,-11082.131959719323,-25.290034607268833,-11107.602248955172,0.18024160192908312
100.0,-80.0,-150.0,0.0,4,-11126.614467458221,-11100.534492450448,-26.079980834872853,-11126.639880703717,0.025413245495656156
110.0,-80.0,-150.0,0.0,4,-11154.744313913976,-11127.70555073952,-27.038743277246166,-11154.965593295958,0.2212793819817307
120.0,-80.0,-150.0,0.0,4,-11169.045702404028,-11141.869079286053,-27.17660955919057,-11169.071956416128,0.02625401210025302
130.0,-80.0,-150.0,0.0,4,-11177.132019499799,-11149.256239901837,-27.87577951051208,-11177.228613772371,0.09659427257247444
140.0,-80.0,-150.0,0.0,4,-11180.576287423446,-11152.120081359926,-28.456246870149794,-11180.696324969911,0.12003754646502784
150.0,-80.0,-150.0,0.0,4,-11183.797084259359,-11155.143532756205,-28.653606266149296,-11183.668818772821,-0.12826548653720238
160.0,-80.0,-150.0,0.0,4,-11196.600508265074,-11167.653064856966,-28.947435981187677,-11196.773379614164,0.17287134909020097
170.0,-80.0,-150.0,0.0,4,-11183.407132952218,-11154.167781669756,-29.23934702042214,-11183.518442281278,0.11130932906053204
180.0,-80.0,-150.0,0.0,4,-11166.515959677236,-11136.710699722102,-29.80525554522402,-11166.579571207907,0.06361153067155101
190.0,-80.0,-150.0,0.0,4,-11147.938373312532,-11117.258085354046,-30.680309691648162,-11148.011062537234,0.07268922470211692
200.0,-80.0,-150.0,0.0,4,-11130.77071738346,-11099.26947304141,-31.501255821797425,-11130.807613475079,0.03689609161847329
-200.0,-60.0,-150.0,0.0,4,-8746.63916442769,-8726.131042018023,-20.508138199183186,-8746.516157610276,-0.12300681741362496
-190.0,-60.0,-150.0,0.0,4,-8877.877602900371,-8857.28042810767,-20.597175259849102,-8877.963896885,0.08629398462835525
-180.0,-60.0,-150.0,0.0,4,-9009.171503944857,-8988.49995915622,-20.671532243991862,-9009.21255158141,0.04104763655232091
-170.0,-60.0,-150.0,0.0,4,-9139.78235283472,-9119.094334513451,-20.688001049757567,-9139.759190973227,-0.023161861492553726
-160.0,-60.0,-150.0,0.0,4,-9269.669994109487,-9249.035672893626,-20.634295782365424,-9269.719526569128,0.04953245964134112
-150.0,-60.0,-150.0,0.0,4,-9399.589550345996,-9379.040706614822,-20.5488196279462,-9399.631504928195,0.041954582198741264
-140.0,-60.0,-150.0,0.0,4,-9528.906016374778,-9508.405601490495,-20.50039917531428,-9528.944300841149,0.03828446637089655
-130.0,-60.0,-150.0,0.0,4,-9657.354961772673,-9636.814973165423,-20.539973520266024,-9657.407756269546,0.0527944968725933
-120.0,-60.0,-150.0,0.0,4,-9784.420195899222,-9763.68084617673,-20.739308714717087,-9784.44629754224,0.026101643017682363
-110.0,-60.0,-150.0,0.0,4,-9908.092614122379,-9887.011361394381,-21.08118103479323,-9908.082583243118,-0.010030879260739312
-100.0,-60.0,-150.0,0.0,4,-10027.780522730112,-10006.218423909886,-21.56205026093968,-10027.861354658193,0.0808319280804426
-90.0,-60.0,-150.0,0.0,4,-10141.221827455873,-10119.124391917001,-22.097420593863355,-10141.251037122218,0.02920966634519573
-80.0,-60.0,-150.0,0.0,4,-10246.967156254752,-10224.333940751007,-22.633220427351734,-10247.031782357395,0.06462610264316027
-70.0,-60.0,-150.0,0.0,4,-10342.434568375098,-10319.432469211937,-23.00209822421494,-10342.472815501374,0.038247126276473864
-60.0,-60.0,-150.0,0.0,4,-10428.048578548764,-10405.11349737154,-22.935077116915124,-10428.092210010485,0.04363146172181587
-50.0,-60.0,-150.0,0.0,4,-10508.91469447951,-10486.360994380011,-22.5537168761255,-10508.934848300776,0.02015382126592158
-40.0,-60.0,-150.0,0.0,4,-10588.448670245538,-10566.177842735773,-22.270799729502965,-10588.499104180704,0.05043393516643846
-30.0,-60.0,-150.0,0.0,4,-10667.832187623451,-10645.481190381966,-22.351016365521797,-10667.874883301898,0.04269567844676203
-20.0,-60.0,-150.0,0.0,4,-10742.19759477477,-10719.323622330652,-22.87394771101864,-10742.251093086463,0.05349831169223762
-10.0,-60.0,-150.0,0.0,4,-10807.052939423185,-10783.697387806173,-23.355544549879003,-10807.160143550978,0.10720412779301114
0.0,-60.0,-150.0,0.0,4,-10862.171416363633,-10838.448576273031,-23.72286286274047,-10862.1767308842,0.00531452056748094
10.0,-60.0,-150.0,0.0,4,-10908.882675448345,-10884.970501859605,-23.912174168610985,-10908.933935289157,0.051259840811326285
20.0,-60.0,-150.0,0.0,4,-10950.982451629794,-10927.146335085667,-23.836118505553305,-10951.03662671638,0.054175086586838006
30.0,-60.0,-150.0,0.0,4,-10991.334322637324,-10967.446088304469,-23.888258910948323,-10991.382663897424,0.0483412601006421
40.0,-60.0,-150.0,0.0,4,-11027.637797819389,-11003.551944620303,-24.085875994478048,-11027.731620481414,0.09382266202555911
50.0,-60.0,-150.0,0.0,4,-11059.181976297155,-11034.861536478076,-24.32042946796652,-11059.41888604116,0.23690974400415143
60.0,-60.0,-150.0,0.0,4,-11089.811676872521,-11065.297967712464,-24.51368865350405,-11089.487374113285,-0.32430275923616136
70.0,-60.0,-150.0,0.0,4,-11121.56038967112,-11096.663310458496,-24.897129340430133,-11121.475078157508,-0.08531151361239608
80.0,-60.0,-150.0,0.0,4,-11158.119716502146,-11132.384785358097,-25.73492493366896,-11158.27177501317,0.1520585110247339
90.0,-60.0,-150.0,0.0,4,-11193.428729658572,-11167.02636137739,-26.402320139015732,-11193.600998039565,0.17226838099304587
100.0,-60.0,-150.0,0.0,4,-11222.891142553675,-11195.41317520378,-27.47800494265238,-11222.909839215956,0.018696662280490273
110.0,-60.0,-150.0,0.0,4,-11246.908679243423,-11218.79198006331,-28.116722726969595,-11246.944570868101,0.03589162467869755
120.0,-60.0,-150.0,0.0,4,-11266.929633435544,-11238.31446785942,-28.615187121359636,-11266.934608081929,0.00497464638465317
130.0,-60.0,-150.0,0.0,4,-11281.356016071566,-11252.65098393004,-28.705004801813132,-11281.51946210299,0.16344603142351843
140.0,-60.0,-150.0,0.0,4,-11299.566083268519,-11271.12905025154,-28.437029795330737,-11299.377676305709,-0.18840696281040437
150.0,-60.0,-150.0,0.0,4,-11305.73793272174,-11276.694565060128,-29.04339512224286,-11305.709851175565,-0.028081546175599215
160.0,-60.0,-150.0,0.0,4,-11310.397205129097,-11280.211265391508,-30.185928915332916,-11310.206294295042,-0.1909108340551029
170.0,-60.0,-150.0,0.0,4,-11310.9674993678,-11279.552394984537,-31.41507311332395,-11311.060481685752,0.0929823179521918
180.0,-60.0,-150.0,0.0,4,-11299.256970485318,-11267.085342232098,-32.17161252842058,-11299.387633264108,0.1306627787907928
190.0,-60.0,-150.0,0.0,4,-11282.382603778293,-11249.223275077997,-33.15937126187157,-11282.338973866152,-0.04362991214111389
200.0,-60.0,-150.0,0.0,4,-11264.922222777644,-11230.81748291804,-34.10480271288282,-11264.965369121028,0.043146343383341446
-200.0,-40.0,-150.0,0.0,4,-8790.051791420636,-8769.604986644867,-20.446791757946105,-8790.073566248207,0.0217748275717895
-190.0,-40.0,-150.0,0.0,4,-8923.152140507285,-8902.62157777122,-20.530540364533273,-8923.215645143682,0.06350463639682857
-180.0,-40.0,-150.0,0.0,4,-9056.259019013974,-9035.691735289472,-20.567256018026463,-9056.257271914035,-0.001747099939166219
-170.0,-40.0,-150.0,0.0,4,-9189.066217239328,-9168.515923139725,-20.5502786960792,-9189.074691286318,0.008474046990158968
-160.0,-40.0,-150.0,0.0,4,-9321.774626936829,-9301.275005937694,-20.499622097081435,-9321.80211668278,0.027489745951243094
-150.0,-40.0,-150.0,0.0,4,-9454.425393746773,-9433.954959212697,-20.47045308437038,-9454.427928867088,0.002535120314860251
-140.0,-40.0,-150.0,0.0,4,-9587.00833168393,-9566.463279219284,-20.545071073521136,-9587.044948523357,0.0366168394266424
-130.0,-40.0,-150.0,0.0,4,-9718.496045722302,-9697.710488334496,-20.785565353181845,-9718.50919861105,0.013152888746844837
-120.0,-40.0,-150.0,0.0,4,-9847.182359254666,-9825.989388258124,-21.192968484071756,-9847.217945458426,0.035586203759521595
-110.0,-40.0,-150.0,0.0,4,-9971.96344370609,-9950.253147102258,-21.710292656942727,-9972.002369187303,0.03892548121257278
-100.0,-40.0,-150.0,0.0,4,-10090.466879027097,-10068.176521723624,-22.29036112410299,-10090.524564732681,0.05768570558393549
-90.0,-40.0,-150.0,0.0,4,-10200.420073503357,-10177.630493394072,-22.789587480303673,-10200.493741222288,0.0736677189306647
-80.0,-40.0,-150.0,0.0,4,-10300.29912023201,-10277.21134574505,-23.087774629407015,-10300.356627890318,0.057507658308168175
-70.0,-40.0,-150.0,0.0,4,-10390.701812330652,-10367.78278890615,-22.918989981387515,-10390.733182067703,0.031369737051136326
-60.0,-40.0,-150.0,0.0,4,-10477.978773378967,-10455.536798113582,-22.441971918859874,-10478.057477642245,0.07870426327826863
-50.0,-40.0,-150.0,0.0,4,-10566.592426528969,-10544.532792491453,-22.05962633335251,-10566.638089191463,0.0456626624945784
-40.0,-40.0,-150.0,0.0,4,-10655.34711876851,-10633.160476649158,-22.186629255668763,-10655.39822475418,0.0511059856708016
-30.0,-40.0,-150.0,0.0,4,-10736.292233223201,-10713.514015290371,-22.77823387750043,-10736.331163755565,0.03893053236424748
-20.0,-40.0,-150.0,0.0,4,-10803.69257846592,-10780.324965586009,-23.367636452979152,-10803.734573178175,0.04199471225547313
-10.0,-40.0,-150.0,0.0,4,-10859.45380329657,-10835.937405545634,-23.516451052602008,-10859.496327885607,0.042524589036474936
0.0,-40.0,-150.0,0.0,4,-10913.352954295306,-10890.205020563755,-23.147954633375342,-10913.412480109097,0.05952581379096955
10.0,-40.0,-150.0,0.0,4,-10974.34609050071,-10951.174977316097,-23.171090037190034,-10974.356219847808,0.01012934709797264
20.0,-40.0,-150.0,0.0,4,-11025.917706049131,-11001.74086131243,-24.176863109758095,-11025.99359663851,0.07589058937810478
30.0,-40.0,-150.0,0.0,4,-11060.09680561751,-11035.575173932693,-24.52163580988844,-11060.094762950486,-0.0020426670234883204
40.0,-40.0,-150.0,0.0,4,-11081.925001420612,-11057.34221534534,-24.582816688598278,-11081.942715335505,0.017713914892738103
50.0,-40.0,-150.0,0.0,4,-11100.599067484409,-11076.000750988242,-24.598311481738094,-11100.620002731743,0.0209352473339095
60.0,-40.0,-150.0,0.0,4,-11126.507803294271,-11101.62640187457,-24.881373926661208,-11126.787396760134,0.2795934658624901
70.0,-40.0,-150.0,0.0,4,-11164.892800117137,-11139.249575431993,-25.64321458589421,-11164.905411728683,0.012611611546162749
80.0,-40.0,-150.0,0.0,4,-11213.770341829915,-11186.878476127804,-26.891848846353163,-11213.732109011607,-0.038232818307733396
90.0,-40.0,-150.0,0.0,4,-11268.387585399512,-11240.270917892934,-28.11668649654282,-11268.273896942197,-0.11368845731522015
100.0,-40.0,-150.0,0.0,4,-11323.688794282802,-11294.95951012759,-28.72931751341624,-11323.646512082954,-0.04228219984725001
110.0,-40.0,-150.0,0.0,4,-11374.930506479846,-11344.391953674984,-30.538583096185466,-11374.975638084397,0.04513160455098841
120.0,-40.0,-150.0,0.0,4,-11408.076823011486,-11375.319124622009,-32.75766584419558,-11408.138589910775,0.06176689928906853
130.0,-40.0,-150.0,0.0,4,-11431.122897655465,-11397.27118887229,-33.85174500656629,-11431.313910301336,0.191012645871524
140.0,-40.0,-150.0,0.0,4,-11442.3643467752,-11408.06418037508,-34.30018036110134,-11442.699664857008,0.3353180818066903
150.0,-40.0,-150.0,0.0,4,-11437.072770960225,-11401.992900445164,-35.079894931890706,-11436.796189102206,-0.276581858019199
160.0,-40.0,-150.0,0.0,4,-11451.34815348148,-11415.91146647467,-35.436664100167334,-11451.587762526764,0.23960904528394167
170.0,-40.0,-150.0,0.0,4,-11461.897589929336,-11426.430947461275,-35.46660828232899,-11462.112513304915,0.2149233755790192
180.0,-40.0,-150.0,0.0,4,-11465.037901441876,-11429.703843300065,-35.33400612145601,-11465.215993615031,0.17809217315516435
190.0,-40.0,-150.0,0.0,4,-11440.545230414631,-11405.711500785108,-34.83369902531459,-11440.627203380967,0.08197296633625228
200.0,-40.0,-150.0,0.0,4,-11428.950039834333,-11394.471208350582,-34.478791063812686,-11428.958416480862,0.008376646528631682
-200.0,-20.0,-150.0,0.0,4,-8817.303372757484,-8797.216817138811,-20.086531593875165,-8817.451469657535,0.14809690005131415
-190.0,-20.0,-150.0,0.0,4,-8951.754801813437,-8931.598778011787,-20.155991919703123,-8951.801062953744,0.04626114030725148
-180.0,-20.0,-150.0,0.0,4,-9086.19390867512,-9066.029421549276,-20.164453968425544,-9086.221555852664,0.027647177543258294
-170.0,-20.0,-150.0,0.0,4,-9220.621705125057,-9200.492050886165,-20.12963248634585,-9220.693671292163,0.07196616710643866
-160.0,-20.0,-150.0,0.0,4,-9355.48516936972,-9335.398369357705,-20.08678670495368,-9355.506430843156,0.021261473435515654
-150.0,-20.0,-150.0,0.0,4,-9490.479780799928,-9470.360009289569,-20.11975377452837,-9490.519069024182,0.039288224254050874
-140.0,-20.0,-150.0,0.0,4,-9625.030151386361,-9604.74089258538,-20.289240835576567,-9625.102340278328,0.07218889196701639
-130.0,-20.0,-150.0,0.0,4,-9758.000998140582,-9737.368755889354,-20.632231717520938,-9758.066124654499,0.06512651391676627
-120.0,-20.0,-150.0,0.0,4,-9887.662185450801,-9866.532761805323,-21.12941130725226,-9887.776116234163,0.1139307833618659
-110.0,-20.0,-150.0,0.0,4,-10012.203502719241,-9990.493971105763,-21.709514697484515,-10012.281594658065,0.07809193882349064
-100.0,-20.0,-150.0,0.0,4,-10129.088045692879,-10106.842964803765,-22.24505123648349,-10129.141031821597,0.052986128717748215
-90.0,-20.0,-150.0,0.0,4,-10236.321136284208,-10213.703475616827,-22.61764021352575,-10236.363473868616,0.042337584407505346
-80.0,-20.0,-150.0,0.0,4,-10333.1189187614,-10310.53008579079,-22.58884215086885,-10333.151440988902,0.032522227502340684
-70.0,-20.0,-150.0,0.0,4,-10425.045031973023,-10402.933775704547,-22.11126477323092,-10425.09268598922,0.04765401619806653
-60.0,-20.0,-150.0,0.0,4,-10517.965656924887,-10496.351917453656,-21.613714019700417,-10518.022453219253,0.05679629436599498
-50.0,-20.0,-150.0,0.0,4,-10612.473583078638,-10590.925946692341,-21.54758996206536,-10612.536890794134,0.06330771549619385
-40.0,-20.0,-150.0,0.0,4,-10701.408980799382,-10679.300996586346,-22.10797276057878,-10701.455889566741,0.04690876735912752
-30.0,-20.0,-150.0,0.0,4,-10775.36712423686,-10752.536499551868,-22.830631227286435,-10775.413408382625,0.046284145764730056
-20.0,-20.0,-150.0,0.0,4,-10835.880003568338,-10812.753373863297,-23.126646859646396,-10835.922810519303,0.04280695096531417
-10.0,-20.0,-150.0,0.0,4,-10895.54257968109,-10872.800265490016,-22.742307737797688,-10895.57183363948,0.029253958389745094
0.0,-20.0,-150.0,0.0,4,-10971.751555076426,-10949.800873405915,-21.950674709926446,-10971.79377766586,0.04222258943445922
10.0,-20.0,-150.0,0.0,4,-11055.63677984682,-11031.215515807811,-24.421259350462016,-11055.696157204613,0.059377357792982366
20.0,-20.0,-150.0,0.0,4,-11111.240509524883,-11081.824088447342,-29.416393940122916,-11111.302485154387,0.06197562950364954
30.0,-20.0,-150.0,0.0,4,-11136.584339397208,-11108.006599009332,-28.577706000605005,-11136.603914508807,0.01957511159889691
40.0,-20.0,-150.0,0.0,4,-11153.357971901276,-11126.702495021604,-26.655465918018805,-11153.322800270647,-0.03517163062861073
50.0,-20.0,-150.0,0.0,4,-11171.922364143364,-11143.61349116368,-28.308836451423943,-11171.985428262951,0.06306411958757963
60.0,-20.0,-150.0,0.0,4,-11196.89220795579,-11167.904612323482,-28.987579143086332,-11196.790472570468,-0.10173538532217208
70.0,-20.0,-150.0,0.0,4,-11246.098251942678,-11217.599975455856,-28.498284100141767,-11246.253131836389,0.1548798937110405
80.0,-20.0,-150.0,0.0,4,-11329.353948821139,-11301.631331235643,-27.72261718684855,-11329.354748113397,0.0007992922583071049
90.0,-20.0,-150.0,0.0,4,-11417.621586550142,-11381.688791244778,-35.932787558538514,-11417.663812683473,0.042226133331496385
100.0,-20.0,-150.0,0.0,4,-11515.235351226902,-11475.965606579259,-39.26974478300502,-11515.3152593117,0.07990808479735279
110.0,-20.0,-150.0,0.0,4,-11610.107475869134,-11576.4963451349,-33.611155559757414,-11610.100243876976,-0.007231992158267531
120.0,-20.0,-150.0,0.0,4,-11684.397765776164,-11656.851650590594,-27.546157867335616,-11684.386217173824,-0.01154860234055377
130.0,-20.0,-150.0,0.0,4,-11709.979424345454,-11686.095655578572,-23.883773190344478,-11709.969413124509,-0.010011220945671084
140.0,-20.0,-150.0,0.0,4,-11734.402375728414,-11710.48968611388,-23.912729100606498,-11734.660214870111,0.2578391416973318
150.0,-20.0,-150.0,0.0,4,-11748.443167214924,-11722.91397076291,-25.529190313426856,-11748.194276706121,-0.2488905088030151
160.0,-20.0,-150.0,0.0,4,-11721.823828273245,-11696.29837037894,-25.525402430385512,-11722.032749782684,0.20892150943836896
170.0,-20.0,-150.0,0.0,4,-11727.675612245335,-11704.495429588073,-23.180177118357758,-11727.788122005526,0.11250976019073278
180.0,-20.0,-150.0,0.0,4,-11745.060654942621,-11722.658855401402,-22.401800059722536,-11745.227898759367,0.16724381674612232
190.0,-20.0,-150.0,0.0,4,-11744.271457085835,-11722.422857004753,-21.848591328321305,-11744.373010834808,0.10155374897294678
200.0,-20.0,-150.0,0.0,4,-11702.647324467129,-11681.702492232711,-20.944833833730943,-11702.665503302584,0.01817883545481891
-200.0,0.0,-150.0,0.0,4,-8827.103629390467,-8807.373046996721,-19.730559609390664,-8827.192335994536,0.08870660406864772
-190.0,0.0,-150.0,0.0,4,-8961.934587434784,-8942.166829146643,-19.767740537815612,-8961.985114384886,0.05052695010272146
-180.0,0.0,-150.0,0.0,4,-9096.8613271498,-9077.118966340444,-19.742346529758162,-9096.91289657685,0.05156942705070833
