vx_kms,vy_kms,vz_kms,psd_s3_m6,status,total_eV,conv_eV,hall_eV,deltaK_eV,residual_eV
60.0,-140.0,-200.0,0.0,4,-10848.598032310776,-10825.266399593029,-23.331683655891922,-10848.64438673496,0.04635442418475577
70.0,-140.0,-200.0,0.0,4,-10872.128996431788,-10848.728431163385,-23.400589037450928,-10872.183916145344,0.054919713556955685
80.0,-140.0,-200.0,0.0,4,-10888.401652679258,-10864.793545726096,-23.608123222055653,-10888.467682084107,0.06602940484845021
90.0,-140.0,-200.0,0.0,4,-10902.906092894757,-10879.314277729782,-23.59189657258251,-10902.958693595756,0.05260070099939185
100.0,-140.0,-200.0,0.0,4,-10914.52367869477,-10890.610974403296,-23.912717530176142,-10914.627072718871,0.10339402410136245
110.0,-140.0,-200.0,0.0,4,-10925.179774583836,-10901.00945680181,-24.170343555500374,-10925.269891753473,0.09011716963686922
120.0,-140.0,-200.0,0.0,4,-10936.052505688707,-10911.629631854781,-24.422880533039447,-10936.104559882437,0.05205419372941833
130.0,-140.0,-200.0,0.0,4,-10937.157145497486,-10912.587324905397,-24.569825161692325,-10937.202876313711,0.04573081622584141
140.0,-140.0,-200.0,0.0,4,-10934.329334062564,-10909.51345460007,-24.81588942151134,-10934.4635823432,0.13424828063580208
150.0,-140.0,-200.0,0.0,4,-10930.282500381012,-10904.810160647126,-25.472377285793993,-10930.211869517123,-0.07063086388916417
160.0,-140.0,-200.0,0.0,4,-10920.945955320409,-10894.740293756378,-26.205624055109983,-10920.98485208999,0.0388967695816973
170.0,-140.0,-200.0,0.0,4,-10913.412950911974,-10886.425986497872,-26.986955142625213,-10913.634954035364,0.22200312339009542
180.0,-140.0,-200.0,0.0,4,-10908.201006906293,-10880.457405598549,-27.74365768633513,-10908.344714510838,0.14370760454585252
190.0,-140.0,-200.0,0.0,4,-10889.809126251372,-10861.716654299667,-28.092492839271316,-10889.790966553057,-0.018159698314775596
200.0,-140.0,-200.0,0.0,4,-10863.507092277448,-10835.069612624107,-28.437465961018596,-10863.48162860015,-0.02546367729883059
-200.0,-120.0,-200.0,0.0,4,-9221.987355521178,-9201.310620936476,-20.676688544566836,-9222.151790774613,0.16443525343493093
-190.0,-120.0,-200.0,0.0,4,-9319.917626014825,-9299.275380917396,-20.64221605467046,-9320.002165222046,0.08453920722058683
